no,title,content,lcate,mcate
52,취소료 부과는 어떻게 되는 건가요?,"취소료는 여행약관 기준에 의거 취소 출발일 기준으로 다음과 같이 부과됩니다. 

당사 또는 여행자는 여행출발전 이 여행계약을 해제할 수 있습니다.
이 경우 발생하는 손해액은 '소비자 분쟁해결 기준' (공정거래위원회 고시)에 따라 배상합니다.

1. 여행자의 여행계약 해제 요청이 있는 경우(여행자의 취소요청시)
- 여행 개시 30일전(~30)까지 통보시 : 계약금환급
- 여행 개시 20일전까지(29~20) 통보시 : 상품가격의 10%배상
- 여행 개시 10일전까지(19~10) 통보시 : 상품가격의 15% 배상
- 여행 개시 8일 전까지(9~8) 통보시 : 상품가격의 20% 배상
- 여행 개시 1일 전까지(7~1) 통보시 : 상품가격의 30% 배상
- 여행 당일 통보시 : 상품가격의 50% 배상

2. 당사의 귀책사유로 취소 통보하는 경우
- 여행 개시 30일전(~30)까지 통보시 : 계약금환급
- 여행 개시 20일전까지(29~20) 통보시 : 상품가격의 10%배상
- 여행 개시 10일전까지(19~10) 통보시 : 상품가격의 15% 배상
- 여행 개시 8일 전까지(9~8) 통보시 : 상품가격의 20% 배상
- 여행 개시 1일 전까지(7~1) 통보시 : 상품가격의 30% 배상
- 여행 당일 통보시 : 상품가격의 50% 배상
   단, 최저행사인원이 충족되지 않아 불가피하게 기획여행을 실시할 수 없는 경우에는 하나투어 여행약관
   제9조(최저행사인원 미충족시 계약해제)의 조항에 의거하여 당사가 여행자에게 배상하게 됩니다.

일부 전세기 상품의 경우 별도의 취소료 규정이 적용되오니 일정표 하단의 예약시 유의사항을 참고해 주시기 바랍니다.",R,B
53,여행도우미는 무엇인가요?,"여행 도우미는 고객님의 여행상품 예약 후 비자 서류 접수, 상품 변경/취소 등 여행에 대한 모든 제반 사항을 관리하는 도우미 여행사입니다.",R,B
54,해외여행상품 예약시 여권이 없습니다. 어떻게 하나요?,"투어랜드 상품 예약시 여권이 업어도 가능하지만, 여권 발급 기간을 고려하신 후 예약을 진행해주시기 바랍니다.
여권이 없어도 투어랜드 홈페이지에서 예약은 가능합니다. 하지만 여권발급기간을 충분히 고려하신 후 예약하여 주시기 바랍니다.
여권발급 기간은 평균 7일 이상 소요되고, 간혹 여름휴가 등의 최성수기 기간에는 더 길어질 수 있으니 정확한 기간은 여권 발급 가능한 가까운 구청으로 문의 바랍니다.",R,B
55,출발일을 변경하거나 인원을 추가하고 싶은데요,"상품을 변경하거나 출발일 변경, 인원추가의 경우 공식인증예약센터 예약담당자를 통하여 예약변경이 가능합니다.",R,B
56,상품 예약번호를 잊어버렸어요,"투어랜드 예약센터 ARS로 문의해주시기 바랍니다.
상담시간 : 09:00~18:00 (평일, 주말 및 공휴일은 휴무)",R,B
57,투어랜드 패키지 상품을 11번가에서 예약했는데 정회원 가입 후 예약불러오기 안되나요?,제휴사 사이트를 통해 예약하신 경우 제휴사 사이트에서만 확인하실 수 있습니다.,R,B
58,최종 확정일정표(숙박정보)는 언제쯤 볼 수 있나요?,"보통 여행 출발 2~3일 전에 확인 가능합니다. 단, 성수기(여름 휴가, 명절 등)기간 동안에는 현지 호텔이나 항공 수배에 어려움이 있어 늦어질 수 있는 점 양해 부탁드립니다.",R,B
59,여행자 계약서를 작성해야 한다고 하던데 어떻게 작성하나요?,"여행자 계약서의 세부 내용은 하나투어 홈페이지 및 모바일 예약내역 상세 화면에서 여행자별 여행계약서 메뉴를 통해 확인 가능합니다.

다른 여행자 정보의 일행이 있으시면 직접 여행자 이름, 연락처(휴대폰번호 또는 이메일주소), 예약번호 입력을 통해 확인 가능합니다.",R,B
60,예약은 출발일로부터 몇일전까지 할 수 있나요?,"최대 출발일 기준 3일 이전 상품까지만 예약 가능하십니다.
상품특성마다 예약기준은 다를 수 있습니다.",R,B
61,해외여행을 가려면 꼭 비자가 있어야 하나요?,"여행 출발 전 여행국가의 비자 필요 유무를 반드시 확인하셔야 합니다.
비자를 요구하는 국가를 여행하고자 하실경우 비자가 없으면 여행이 불가능합니다.
고객님이 선택하신 하나투어 여행상품 일정표 하단에서 여권/비자관련정보를 확인하실 수 있습니다.",R,B
62,하나투어 해외여행 패키지 일정표는 어디서 확인 가능한가요?,"하나투어 홈페이지 및 모바일에서 원하시는 지역과 날짜를 선택하시면 자세한 상세 여행일정을 확인 하실 수 있습니다. 
다만 여행일정은 계약체결 시 예상하지 못한 부득이한 사정 등이 발생하는 경우 여행자의 사전동의를 거쳐 변경될 수 있습니다. 

일정표에서 상품 핵심포인트, 포함/불포함 내역, 유의사항 등의 자세한 정보도 함께 확인 하실 수 있습니다.",R,B
63,여권과 관련해서 따로 체크할 사항이 있나요?,"1. 하나투어 상품 예약시 입력하신 영문 성명이 여권과 동일해야 합니다.
    예약시 입력하신 영문명으로 항공권을 발권하게 되는데, 여권에 기재된 영문명과 상이할 경우 항공사 규정에
    따라 항공탑승이 제한될 수 있습니다.

2. 여권의 유효기간은 최소 6개월 이상 남아 있는지 확인하시기 바랍니다.
   유효기간이 6개월 미만일 경우 입국이 거절될 수 있습니다.",R,B
64,외국인도 상품을 예약할 수 있나요?,"외국인도 하나투어 상품을 이용하실 수 있습니다.
만약 외국인등록증이 있는 분은 하나투어닷컴에 회원가입을 후, 이용가능하며,
외국인등록증이 없으신 분은 하나투어예약센터(1577-1233)에서 전화로 예약하실 수 있습니다.",R,B
65,무이자 할부는 가능하나요?,신용카드 결제시 할부 결제가 가능합니다. 카드사별 무이자 할부가능 여부는 아래의 '카드/제휴혜택 안내'를 확인하시기 바랍니다.,R,R
66,개인신용정보 무이자할부 기간 어디서 확인 하나요?,"투어랜드 메인페이지 중앙하단에 신용카드별 혜택&이벤트에서 각 신용카드사별 무이자할부 행사 및 이벤트에 대해 안내하고 있습니다.
이벤트 페이지를 참고해주세요",R,R
67,투어랜드 상품권 결제 방법은 어떻게 되나요?,"투어랜드(온라인) 또는 공식인증예약센터에 내방 하시어 상품 결제시 투어랜드상품권 결제를 이용해 주시면 됩니다. 

단, 투어랜드 홈페이지 이용시 웹회원 가입 후 이용 가능하며 비회원 내역 조회후 결제는 불가합니다.



[상품권 이용 유의사항]

상품권 결제 시 60%이상 결재 되어야 하며, 차액은 고객 계좌로 환불처리해 드립니다.

60%이하 사용시 상품권으로 환불 가능합니다 .

에어텔, 배낭여행, 크루즈, 골프, 패키지, 호텔, 패스, 허니문  등 하나투어에서 판매하는 상품이 해당 됩니다.

단, 항공권만 단독으로 사용하시는 경우와 실시간 숙박예약(국내펜션, 국내호텔) 결제시에는 제외 됩니다.

(항공권의 경우에는 투어랜드 자체 상품이 아니라 항공사로부터 대행하여 발권 판매만 하기 때문에 사용이 불가 합니다.)",R,R
68,결제 수단에는 어떤 것들이 있나요?,"하나투어 닷컴에서는 신용카드, 무통장 입금, 하나투어 상품권 (온라인/오프라인 상품권), 하나투어 마일리지, 간편결제(카카오페이, 페이코) 등 다양한 수단으로 결제가 가능합니다.",R,R
69,무이자할부 결제하였는데 수수료가 부과되었습니다,"카드사에 따라 카드 대금 청구시 청구서에 수수료를 부과한 후 마이너스 표시를 하여 다시 수수료를 상계할 수도 있습니다.
정확한 무이자할부 적용 여부는 카드사에 확인하시기 바랍니다.

당사가 고지한 정확한 할부 개월수를 재확인 하시기 바랍니다.
당사가 명시한 할부 개월수의 미만 할부 개월수에는 무이자가 자동 적용되지 않습니다.
(예를 들어 6개월 무이자할부로 고지한 경우 4, 5개월 할부는 무이자 적용되지 않습니다.)

개별 항공권의 경우에는 항공사로 카드 승인이 나므로 당사의 무이자할부 혜택이 적용되지 않습니다.

카드사별 BC계열 카드는 BC카드 기준을 따릅니다.
(예를 들어 신한BC카드는 신한카드가 아닌 BC카드의 무이자가 적용 됩니다.)

고지한 최소 결제액 이하 승인이 아니셨는지 확인하시기 바랍니다.
(통상적으로 장기 무이자할부는 50만원 이상시 적용됩니다.)",R,R
70,투어랜드 홈페이지에서 신용카드 결제를 했는데 카드 전표 영수증은 어디서 받을 수 있나요?,"신용카드 영수증은 예약내역 상세 [결제내역] 보기에서 결제수단으로 사용하신 신용카드의 영수증을 확인 하실 수 있습니다.

(간편결제 제외)",R,R
71,"현금 결제(무통장 입금, 계좌 안내) 입급방법 안내","현금결제 입금 방법 안내는 아래와 같습니다.

상품결제 시 현금입금을 원하시는 고객님께서는 결제정보 입력에서 “무통장입금”을 선택하시고 결제정보를 입력하신 후 결제하기를 클릭하면 결제하려는 예약코드와 연결된 가상계좌가 부여됩니다.
부여된 가상계좌는 고객님의 예약코드에만 발급된 계좌번호이므로 다른 예약에 사용하시면 안되시고, 별도의 문의나 전화확인을 하지 않으셔도 자동으로 입금확인이 됩니다.

고객님의 가상계좌 확인이 어려우신 고객님께서는 하나투어 대표 계좌번호로 입금 후,
도우미 여행사나 예약담당자를 통하여 반드시 입금확인을 하셔야합니다. (자동매칭 불가)

[투어랜드 대표 계좌 입금 안내]
국민 006-01-0785-549
기업 024-046083-01-011
외환 150-22-03563-8
농협 032-17-001354
우리 010-001964-13-201
신한 362-05-011671
하나 111-174045001-04",R,R
72,투어랜드 상품권 사용 시 결제 후 돈이 남으면 어떻게 되나요?,상품권 결제 시 상품권 금액의 60% 이상 결제하시면 남은 금액을 현금으로 반환이 가능합니다. 60% 미만 결제 시에는 새로운 상품권으로 발급하여 보내드리게 됩니다.,R,R
73,ARS 카드결제는 어떻게 해야 하나요?,"ARS 카드결제
투어랜드 고객센터로 전화하여 나오는 멘트에 따라 입력해 결제를 진행합니다.

■ ARS 결제순서
①투어랜드 고객 센터번호 입력 → ②상품예약확인 → ③ 카드번호 입력 →
④ 생년월일입력 (예:19000101) → ⑤ 비밀번호입력 → ⑥ 결제금액입력 →
⑦ 결제완료 → ⑧승인번호확인 → ⑨ SMS확인

*여행을 출발하는 고객님(본인) = 본인의 생년월일 = 본인의 카드. 이 3가지가 일치할 경우에만 ARS결제가 가능합니다.
단, ARS 카드결제는 여행자 본인의 카드로만 가능하며 6개월 초과의 할부는 인터넷 카드결제를 이용하셔야 합니다.

카드승인취소 방법은 도우미 여행사를 통해 요청해 주시면 됩니다.",R,R
74,투어랜드 홈페이지에서 사용가능한 신용카드와 할부 방법은?,"국내에서 발행된 은행계 카드 및 전업카드계 신용카드 모두 이용하실 수 있습니다.
단, 해외 발행카드 이용 불가합니다.

투어랜드 홈페이지 (온라인 이용) 할부 기간은 최대 12개월, ARS 에서도 12개월까지 선택 가능합니다.
단, 도우미 여행사 내방 하시어 결제 진행시 카드사와 사용 고객에 따라 최대 18~24개월까지 가능합니다.
카드사에서 부여한 할부 기간에 따라 할부이용 수수료가 부과 됩니다.
할부 수수료 관련 문의사항은 고객님께서 이용하시는 카드 고객센터로 확인 바랍니다.",R,R
75,투어랜드 마일리지 결제 방법은 어떻게 하나요?,"결제화면 내 할인/혜택 사용하기 [마일리지 사용하기] 메뉴를 통해 결제하실 수 있습니다.

보유한 마일리지는 결제 건당 최대 200만 마일리지까지만 사용하실 수 있습니다.

결제가능한 상품 : 여행상품, 숙박 등 전 여행서비스, 온라인으로 예약된 항공권(카드프로모션할인 제외)

",R,R
76,무통장 입금으로 결제할 경우 어떻게 하나요?,"무통장 입금을 원하시는 고객님께서는 결제 시, 결제수단선택에서 무통장입금을 선택하신 후 '입금액/입금인/입금예정일/입금은행' 을 입력해 주십시요. 입력하신 내용은 '무통장입금통보' 로 등록이 되며, 실제적인 무통장 입금이 완료되는 것은 아닙니다. 해당 내용과 동일하게 실제 하나투어계좌에 무통장입금을 해주셔야 합니다.

 무통장 입금 시 주의사항

입금 후 최대 2일 이내에 입금 확인 되며, 입금확인이 급하신 분들은 예약시 지정한 여행도우미에게 연락주시기 바랍니다.
은행창구 입금 시 의뢰인(송금인)명은 '입금인 입력'란에 입력하신 성함과 동일하게 기재 해주시기 바랍니다. 만일 다른 경우 하나투어 고객센터(02-3417-1212)로 꼭 연락주시기 바랍니다
별도의 문의나 전화 확인을 하지 않으셔도 자동으로 입금확인 됩니다.",R,R
77,출발 후 상품 잔액 온라인 결제 불가한가요?,출발일이 지난 여행 상품은 온라인 결제가 불가능합니다. 반드시 출발 전 상품 금액을 완납 후 이용 부탁드립니다.,R,R
78,쿠폰은 어디서 다운받을 수 있나요?,투어랜드 홈페이지에서 좌측 상단의 [전체메뉴] 버튼을 클릭한 후 [연계서비스> 할인쿠폰] 메뉴에서 다운 받으실 수 있습니다.,U,C
79,쿠폰을 이용하는데 제한되는 조건이 있나요?,"온라인 상의 제공되는 모든쿠폰은 투어랜드 회원에게만 제공됩니다.
쿠폰 사용을 위해 회원가입 및 로그인을 한 뒤 이용해 주시길 바랍니다.",U,C
80,쿠폰을 제출했더니 사용 불가능한 쿠폰이라고 하시는데요?,"각 쿠폰마다 제한사항 및 유효기간이 명시되어있습니다.
가령, 리무진 쿠폰은 특정 노선을 현금 이용시에만 우대혜택을 받으실 수 있습니다.
반드시 사용 전에 제한사항 및 유효기간을 확인하시길 바랍니다.",U,C
81,오픈한 이벤트는 어디서 확인할 수 있나요?,투어랜드 메인 페이지 > 이벤트 > 진행 중인 이벤트에서 확인하실 수 있습니다.,U,C
82,이벤트 응모 내역 확인도 가능한가요?,이벤트 응모내역은 하나투어 홈페이지 회원 로그인 후 [마이페이지> 참여내역> 이벤트참여내역] 페이지에서 확인하실 수 있습니다.,U,C
83,이벤트 당첨 유무 및 경품 수령 절차가 궁금합니다,"당첨자 명단은 하나투어 홈페이지에서 [이벤트 > 당첨자발표] 란에 공지해드립니다.
이벤트 경품 수령을 위해 배송지 주소 및 연락처에 변동사항이 있으실 경우, 마이페이지에서 미리 수정해 주시길 부탁드립니다.",U,C
84,이벤트 응모 시 2회 이상 중복 응모도 할 수 있나요?,"더 많은 분들께 당첨 혜택을 나눠드리기 위해
이벤트 1개당 1인 1회 응모로 제한하고 있음을 양해해주십시오.",U,C
85,이벤트 당첨자 선정의 기준은 무엇인가요?,이벤트마다 선정 기준이 다르므로 각 이벤트 페이지에 명시된 당첨자 선정 기준을 참고해주십시오.,U,C
